top - 17:56:47 up 204 days,  9:44,  0 users,  load average: 24.02, 24.06, 22.04
Tasks: 886 total,  25 running, 861 sleeping,   0 stopped,   0 zombie
Cpu(s): 66.9%us,  2.0%sy,  0.0%ni, 31.0%id,  0.1%wa,  0.0%hi,  0.0%si,  0.0%st
Mem:  132170692k total, 41202688k used, 90968004k free,   226444k buffers
Swap:  9775548k total,     8848k used,  9766700k free, 29034344k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
 3403 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_000    
 3404 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_001    
 3405 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_002    
 3406 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_003    
 3407 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_004    
 3408 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr01_005    
 3409 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_000    
 3410 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_001    
 3411 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_002    
 3412 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_003    
 3413 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_004    
 3414 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr02_005    
 3415 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_000    
 3416 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_001    
 3417 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_002    
 3418 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_003    
 3419 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_004    
 3420 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ptlrpc_hr03_005    
 3423 root      20   0     0    0    0 S  0.0  0.0   5:53.34 kiblnd_connd       
 3424 root      20   0     0    0    0 S  0.0  0.0  99:36.16 kiblnd_sd_00_00    
 3425 root      20   0     0    0    0 S  0.0  0.0  99:25.45 kiblnd_sd_00_01    
 3426 root      20   0     0    0    0 S  0.0  0.0  99:02.99 kiblnd_sd_00_02    
 3427 root      20   0     0    0    0 S  0.0  0.0  26:22.06 kiblnd_sd_01_00    
 3428 root      20   0     0    0    0 S  0.0  0.0  26:02.26 kiblnd_sd_01_01    
 3429 root      20   0     0    0    0 S  0.0  0.0  26:06.88 kiblnd_sd_01_02    
 3430 root      20   0     0    0    0 S  0.0  0.0  56:34.95 kiblnd_sd_02_00    
 3431 root      20   0     0    0    0 S  0.0  0.0  56:41.35 kiblnd_sd_02_01    
 3432 root      20   0     0    0    0 S  0.0  0.0  57:11.17 kiblnd_sd_02_02    
 3433 root      20   0     0    0    0 S  0.0  0.0  26:51.77 kiblnd_sd_03_00    
 3434 root      20   0     0    0    0 S  0.0  0.0  27:05.45 kiblnd_sd_03_01    
 3435 root      20   0     0    0    0 S  0.0  0.0  26:58.38 kiblnd_sd_03_02    
 3436 root      20   0     0    0    0 S  0.0  0.0   4:59.80 router_checker     
 3437 root      20   0     0    0    0 S  0.0  0.0   5:32.77 ptlrpcd_rcv        
 3438 root      20   0     0    0    0 S  0.0  0.0  39:45.55 ptlrpcd_0          
 3439 root      20   0     0    0    0 S  0.0  0.0  45:19.71 ptlrpcd_1          
 3440 root      20   0     0    0    0 S  0.0  0.0  38:38.60 ptlrpcd_2          
 3441 root      20   0     0    0    0 S  0.0  0.0  41:42.89 ptlrpcd_3          
 3442 root      20   0     0    0    0 S  0.0  0.0  32:34.69 ptlrpcd_4          
 3443 root      20   0     0    0    0 S  0.0  0.0  35:01.23 ptlrpcd_5          
 3444 root      20   0     0    0    0 S  0.0  0.0  32:53.77 ptlrpcd_6          
 3445 root      20   0     0    0    0 S  0.0  0.0  34:04.06 ptlrpcd_7          
 3446 root      20   0     0    0    0 S  0.0  0.0  29:47.04 ptlrpcd_8          
 3447 root      20   0     0    0    0 S  0.0  0.0  32:20.42 ptlrpcd_9          
 3448 root      20   0     0    0    0 S  0.0  0.0  33:03.26 ptlrpcd_10         
 3449 root      20   0     0    0    0 S  0.0  0.0  33:33.52 ptlrpcd_11         
 3450 root      20   0     0    0    0 S  0.0  0.0  30:13.53 ptlrpcd_12         
 3451 root      20   0     0    0    0 S  0.0  0.0  36:04.91 ptlrpcd_13         
 3452 root      20   0     0    0    0 S  0.0  0.0  33:22.80 ptlrpcd_14         
 3453 root      20   0     0    0    0 S  0.0  0.0  36:17.59 ptlrpcd_15         
 3454 root      20   0     0    0    0 S  0.0  0.0  29:29.23 ptlrpcd_16         
 3455 root      20   0     0    0    0 S  0.0  0.0  32:25.39 ptlrpcd_17         
 3456 root      20   0     0    0    0 S  0.0  0.0  34:18.68 ptlrpcd_18         
 3457 root      20   0     0    0    0 S  0.0  0.0  36:35.64 ptlrpcd_19         
 3458 root      20   0     0    0    0 S  0.0  0.0  34:23.84 ptlrpcd_20         
 3459 root      20   0     0    0    0 S  0.0  0.0  34:33.08 ptlrpcd_21         
 3460 root      20   0     0    0    0 S  0.0  0.0  37:01.37 ptlrpcd_22         
 3461 root      20   0     0    0    0 S  0.0  0.0  35:35.48 ptlrpcd_23         
 3462 root      20   0     0    0    0 S  0.0  0.0   7:14.39 ll_ping            
 3463 root      20   0     0    0    0 S  0.0  0.0   0:00.06 sptlrpc_gc         
 3464 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ll_capa            
 3467 root      20   0     0    0    0 S  0.0  0.0   0:38.52 ldlm_cb00_000      
 3468 root      20   0     0    0    0 S  0.0  0.0   0:00.00 lc_watchdogd       
 3469 root      20   0     0    0    0 S  0.0  0.0   0:32.16 ldlm_cb00_001      
 3470 root      20   0     0    0    0 S  0.0  0.0   0:36.90 ldlm_cb01_000      
 3471 root      20   0     0    0    0 S  0.0  0.0   0:41.36 ldlm_cb01_001      
 3472 root      20   0     0    0    0 S  0.0  0.0   1:40.87 ldlm_cb02_000      
 3473 root      20   0     0    0    0 S  0.0  0.0   1:33.94 ldlm_cb02_001      
 3474 root      20   0     0    0    0 S  0.0  0.0   0:20.32 ldlm_cb03_000      
 3475 root      20   0     0    0    0 S  0.0  0.0   0:26.52 ldlm_cb03_001      
 3476 root      20   0     0    0    0 S  0.0  0.0   8:10.53 ldlm_bl_00         
 3477 root      20   0     0    0    0 S  0.0  0.0   8:05.23 ldlm_bl_01         
 3478 root      20   0     0    0    0 S  0.0  0.0  10:12.65 ldlm_poold         
 3479 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ll_cfg_requeue     
 3484 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ll_close           
 3488 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ll_close           
 3492 root      20   0     0    0    0 S  0.0  0.0   0:00.00 ll_close           
 3503 root      20   0  6124  512  508 S  0.0  0.0   0:00.00 acpid              
 3560 nscd      20   0 2263m 4488 2356 S  0.0  0.0 487:11.96 nscd               
 3581 root      20   0  7768  212  208 S  0.0  0.0   0:00.00 mcelog             
 3611 ntp       20   0 28448 1048  868 S  0.0  0.0  15:12.41 ntpd               
 3685 root      20   0  115m 1628 1556 S  0.0  0.0   1:41.38 crond              
 3883 root      20   0 12256  120  116 S  0.0  0.0   0:00.00 hp-asrd            
 3884 root      20   0 12392  508  496 S  0.0  0.0   5:47.88 hp-asrd            
 3902 root      20   0 22824  316  296 S  0.0  0.0   0:00.12 atd                
 3913 root      20   0  8164  228  224 S  0.0  0.0   0:00.00 collectdmon        
 3915 root      20   0  637m 2764 1200 S  0.0  0.0 270:38.04 collectd           
 3930 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3932 root      20   0  6124  548  544 S  0.0  0.0   0:00.00 agetty             
 3933 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3935 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3937 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3938 root      18  -2 12688  272  268 S  0.0  0.0   0:00.00 udevd              
 3940 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3942 root      20   0  6108  500  496 S  0.0  0.0   0:00.00 mingetty           
 3951 nagios    20   0  107m 1764 1128 S  0.0  0.0  14:27.44 collectd_dcmi.s    
 4105 root      20   0     0    0    0 S  0.0  0.0   7:19.87 ldlm_bl_03         
 4106 root      20   0     0    0    0 S  0.0  0.0   7:13.91 ldlm_bl_04         
 4271 root      20   0 3384m  82m   9m S  0.0  0.1  27:49.68 slurmd             
 4912 munge     20   0  219m 7452 2124 S  0.0  0.0  75:29.01 munged             
 5688 root      20   0     0    0    0 S  0.0  0.0   7:40.99 ldlm_bl_02         
 7967 root      20   0     0    0    0 S  0.0  0.0   7:21.30 ldlm_bl_28         
 7968 root      20   0     0    0    0 S  0.0  0.0   7:03.52 ldlm_bl_29         
10736 root      20   0     0    0    0 S  0.0  0.0   1:34.78 ldlm_cb02_004      
12046 root      20   0     0    0    0 S  0.0  0.0   0:31.84 ldlm_cb00_004      
12537 root      20   0  119m 2772  752 S  0.0  0.0   0:00.00 pmqos-static.py    
13498 root      20   0     0    0    0 S  0.0  0.0   0:29.89 ldlm_cb00_002      
14033 root      20   0     0    0    0 S  0.0  0.0   0:17.87 ldlm_cb01_006      
15882 root      20   0     0    0    0 S  0.0  0.0   0:29.15 ldlm_cb00_003      
17142 root      20   0     0    0    0 S  0.0  0.0   0:44.95 ldlm_cb01_003      
17476 root      20   0     0    0    0 S  0.0  0.0   0:06.35 ldlm_cb02_006      
22307 root      20   0     0    0    0 S  0.0  0.0   0:03.91 ldlm_cb03_006      
23379 root      20   0     0    0    0 S  0.0  0.0   1:52.34 ldlm_cb02_003      
23891 root      20   0     0    0    0 S  0.0  0.0   0:01.81 ldlm_cb00_006      
23952 root      20   0  119m 2892  764 S  0.0  0.0   0:00.00 pmqos-static.py    
26116 root      20   0     0    0    0 S  0.0  0.0   7:01.93 ldlm_bl_05         
26117 root      20   0     0    0    0 S  0.0  0.0   7:10.19 ldlm_bl_06         
26118 root      20   0     0    0    0 S  0.0  0.0   7:31.50 ldlm_bl_07         
26119 root      20   0     0    0    0 S  0.0  0.0   7:12.95 ldlm_bl_08         
26120 root      20   0     0    0    0 S  0.0  0.0   7:10.01 ldlm_bl_09         
26124 root      20   0     0    0    0 S  0.0  0.0   0:43.53 ldlm_cb01_002      
26293 root      20   0     0    0    0 S  0.0  0.0   0:24.86 ldlm_cb03_002      
26294 root      20   0     0    0    0 S  0.0  0.0   7:10.08 ldlm_bl_10         
26295 root      20   0     0    0    0 S  0.0  0.0   7:09.61 ldlm_bl_11         
26296 root      20   0     0    0    0 S  0.0  0.0   7:03.21 ldlm_bl_12         
26297 root      20   0     0    0    0 S  0.0  0.0   7:29.60 ldlm_bl_13         
26298 root      20   0     0    0    0 S  0.0  0.0   7:09.19 ldlm_bl_14         
26299 root      20   0     0    0    0 S  0.0  0.0   7:11.20 ldlm_bl_15         
26300 root      20   0     0    0    0 S  0.0  0.0   7:16.46 ldlm_bl_16         
26301 root      20   0     0    0    0 S  0.0  0.0   7:31.68 ldlm_bl_17         
26302 root      20   0     0    0    0 S  0.0  0.0   7:41.55 ldlm_bl_18         
26303 root      20   0     0    0    0 S  0.0  0.0   7:19.16 ldlm_bl_19         
26304 root      20   0     0    0    0 S  0.0  0.0   7:26.60 ldlm_bl_20         
26305 root      20   0     0    0    0 S  0.0  0.0   7:14.49 ldlm_bl_21         
27196 root      20   0     0    0    0 S  0.0  0.0   0:39.76 ldlm_cb02_005      
28152 root      20   0     0    0    0 S  0.0  0.0   1:03.32 ldlm_cb02_002      
28155 root      20   0     0    0    0 S  0.0  0.0   7:23.42 ldlm_bl_22         
28156 root      20   0     0    0    0 S  0.0  0.0   7:28.63 ldlm_bl_23         
28157 root      20   0     0    0    0 S  0.0  0.0   7:18.00 ldlm_bl_24         
28158 root      20   0     0    0    0 S  0.0  0.0   7:02.47 ldlm_bl_25         
28159 root      20   0     0    0    0 S  0.0  0.0   7:26.46 ldlm_bl_26         
28160 root      20   0     0    0    0 S  0.0  0.0   7:00.17 ldlm_bl_27         
28893 root      20   0  119m 2896  764 S  0.0  0.0   0:00.00 pmqos-static.py    
28903 root      20   0     0    0    0 S  0.0  0.0   0:26.54 ldlm_cb01_005      
28923 root      20   0  174m 6196 1716 S  0.0  0.0   0:00.02 tuned              
28943 root      20   0  289m 4012 3036 S  0.0  0.0   0:00.26 slurmstepd         
28947 fagent    20   0  105m 1544 1268 S  0.0  0.0   0:00.01 slurm_script       
29557 fagent    20   0  110m 1832 1104 S  0.0  0.0   0:00.04 run.csh            
29676 root      20   0     0    0    0 S  0.0  0.0   0:27.96 ldlm_cb03_005      
29995 fagent    20   0  109m 1516 1048 S  0.0  0.0   0:00.06 remote-top         
30015 fagent    20   0  330m 5536 2256 S  0.0  0.0   0:00.51 srun               
30017 fagent    20   0 66468 1120  144 S  0.0  0.0   0:00.00 srun               
30024 root      20   0  356m 4168 3096 S  0.0  0.0   0:10.17 slurmstepd         
30517 root      20   0     0    0    0 S  0.0  0.0   0:01.54 flush-lustre-1     
30962 root      20   0     0    0    0 S  0.0  0.0   0:23.47 ldlm_cb03_003      
30965 root      20   0     0    0    0 S  0.0  0.0   0:21.64 ldlm_cb03_004      
30966 root      20   0     0    0    0 S  0.0  0.0   7:20.21 ldlm_bl_73         
30967 root      20   0     0    0    0 S  0.0  0.0   7:25.67 ldlm_bl_74         
30968 root      20   0     0    0    0 S  0.0  0.0   6:54.62 ldlm_bl_75         
30969 root      20   0     0    0    0 S  0.0  0.0   7:10.59 ldlm_bl_76         
30970 root      20   0     0    0    0 S  0.0  0.0   6:55.22 ldlm_bl_77         
30971 root      20   0     0    0    0 S  0.0  0.0   7:03.62 ldlm_bl_78         
30972 root      20   0     0    0    0 S  0.0  0.0   6:44.27 ldlm_bl_79         
30973 root      20   0     0    0    0 S  0.0  0.0   7:14.56 ldlm_bl_80         
30974 root      20   0     0    0    0 S  0.0  0.0   7:00.37 ldlm_bl_81         
30975 root      20   0     0    0    0 S  0.0  0.0   6:42.42 ldlm_bl_82         
30976 root      20   0     0    0    0 S  0.0  0.0   7:04.50 ldlm_bl_83         
30977 root      20   0     0    0    0 S  0.0  0.0   7:34.48 ldlm_bl_84         
30978 root      20   0     0    0    0 S  0.0  0.0   6:48.83 ldlm_bl_85         
30979 root      20   0     0    0    0 S  0.0  0.0   7:41.04 ldlm_bl_86         
30980 root      20   0     0    0    0 S  0.0  0.0   7:13.83 ldlm_bl_87         
30981 root      20   0     0    0    0 S  0.0  0.0   7:04.23 ldlm_bl_88         
30982 root      20   0     0    0    0 S  0.0  0.0   7:18.01 ldlm_bl_89         
30983 root      20   0     0    0    0 S  0.0  0.0   7:07.88 ldlm_bl_90         
30984 root      20   0     0    0    0 S  0.0  0.0   7:07.76 ldlm_bl_91         
30985 root      20   0     0    0    0 S  0.0  0.0   7:15.50 ldlm_bl_92         
30986 root      20   0     0    0    0 S  0.0  0.0   7:19.26 ldlm_bl_93         
30987 root      20   0     0    0    0 S  0.0  0.0   6:57.50 ldlm_bl_94         
30988 root      20   0     0    0    0 S  0.0  0.0   7:32.08 ldlm_bl_95         
30989 root      20   0     0    0    0 S  0.0  0.0   7:11.63 ldlm_bl_96         
30990 root      20   0     0    0    0 S  0.0  0.0   6:55.38 ldlm_bl_97         
30991 root      20   0     0    0    0 S  0.0  0.0   7:27.71 ldlm_bl_98         
30992 root      20   0     0    0    0 S  0.0  0.0   7:00.63 ldlm_bl_99         
30993 root      20   0     0    0    0 S  0.0  0.0   7:00.55 ldlm_bl_100        
30994 root      20   0     0    0    0 S  0.0  0.0   6:56.09 ldlm_bl_101        
30995 root      20   0     0    0    0 S  0.0  0.0   7:26.94 ldlm_bl_102        
30996 root      20   0     0    0    0 S  0.0  0.0   7:08.54 ldlm_bl_103        
30997 root      20   0     0    0    0 S  0.0  0.0   7:06.57 ldlm_bl_104        
30998 root      20   0     0    0    0 S  0.0  0.0   7:07.79 ldlm_bl_105        
30999 root      20   0     0    0    0 S  0.0  0.0   6:47.87 ldlm_bl_106        
31000 root      20   0     0    0    0 S  0.0  0.0   6:57.19 ldlm_bl_107        
31001 root      20   0     0    0    0 S  0.0  0.0   7:18.15 ldlm_bl_108        
31002 root      20   0     0    0    0 S  0.0  0.0   6:42.09 ldlm_bl_109        
31003 root      20   0     0    0    0 S  0.0  0.0   6:42.85 ldlm_bl_110        
31004 root      20   0     0    0    0 S  0.0  0.0   6:58.78 ldlm_bl_111        
31005 root      20   0     0    0    0 S  0.0  0.0   7:16.32 ldlm_bl_112        
31006 root      20   0     0    0    0 S  0.0  0.0   7:00.11 ldlm_bl_113        
31007 root      20   0     0    0    0 S  0.0  0.0   7:03.14 ldlm_bl_114        
31008 root      20   0     0    0    0 S  0.0  0.0   7:04.87 ldlm_bl_114        
31009 root      20   0     0    0    0 S  0.0  0.0   7:10.51 ldlm_bl_115        
31010 root      20   0     0    0    0 S  0.0  0.0   7:02.71 ldlm_bl_117        
31011 root      20   0     0    0    0 S  0.0  0.0   7:06.45 ldlm_bl_118        
31012 root      20   0     0    0    0 S  0.0  0.0   7:24.68 ldlm_bl_119        
31013 root      20   0     0    0    0 S  0.0  0.0   7:03.50 ldlm_bl_120        
31014 root      20   0     0    0    0 S  0.0  0.0   7:17.13 ldlm_bl_121        
31015 root      20   0     0    0    0 S  0.0  0.0   7:04.88 ldlm_bl_122        
31016 root      20   0     0    0    0 S  0.0  0.0   7:19.82 ldlm_bl_123        
31017 root      20   0     0    0    0 S  0.0  0.0   7:16.71 ldlm_bl_124        
31018 root      20   0     0    0    0 S  0.0  0.0   7:20.20 ldlm_bl_125        
31019 root      20   0     0    0    0 S  0.0  0.0   6:59.80 ldlm_bl_126        
31020 root      20   0     0    0    0 S  0.0  0.0   6:57.64 ldlm_bl_127        
31675 nagios    20   0  100m  616  532 S  0.0  0.0   0:00.00 sleep              
31681 fagent    20   0 91268 4580 3392 S  0.0  0.0   0:00.02 ssh                
31682 root      20   0  127m 6080 4788 S  0.0  0.0   0:00.00 sshd               
31686 fagent    20   0  127m 2180  880 S  0.0  0.0   0:00.00 sshd               
31687 fagent    20   0  105m 1304 1132 S  0.0  0.0   0:00.00 sh                 
31790 root      20   0     0    0    0 S  0.0  0.0   0:40.13 ldlm_cb01_004      

