#----it----------t----------dt-------urms-------umax--------oum-------rhom---
     2530       0.00057  2.22E-07  3.044E+01   6.17E+01   5.61E+03    1.0000
     2540       0.00057  2.22E-07  3.006E+01   6.19E+01   6.30E+03    1.0000
     2550       0.00057  2.22E-07  3.008E+01   6.15E+01   4.83E+03    1.0000
     2560       0.00057  2.22E-07  3.041E+01   6.22E+01   2.27E+03    1.0000
     2570       0.00057  2.22E-07  3.069E+01   6.23E+01   5.06E+02    1.0000
     2580       0.00058  2.22E-07  3.056E+01   6.24E+01   1.90E+03    1.0000
     2590       0.00058  2.22E-07  3.068E+01   6.27E+01   3.14E+03    1.0000
     2600       0.00058  2.22E-07  3.048E+01   6.29E+01   4.07E+03    1.0000
     2610       0.00058  2.22E-07  3.047E+01   6.32E+01   5.24E+03    1.0000
     2620       0.00059  2.22E-07  3.001E+01   6.29E+01   6.71E+03    1.0000
     2630       0.00059  2.22E-07  2.987E+01   6.40E+01   6.64E+03    1.0000
     2640       0.00059  2.22E-07  2.966E+01   6.31E+01   7.24E+03    1.0000
     2650       0.00059  2.22E-07  2.935E+01   6.34E+01   9.21E+03    1.0000
     2660       0.00059  2.22E-07  2.990E+01   6.31E+01   1.08E+04    1.0000
     2670       0.00060  2.22E-07  2.993E+01   6.38E+01   1.35E+04    1.0000
     2680       0.00060  2.22E-07  3.006E+01   6.28E+01   1.46E+04    1.0000
     2690       0.00060  2.22E-07  3.039E+01   6.18E+01   1.75E+04    1.0000
     2700       0.00060  2.22E-07  3.046E+01   6.28E+01   2.08E+04    1.0000
     2710       0.00061  2.22E-07  3.030E+01   6.20E+01   2.41E+04    1.0000
     2720       0.00061  2.22E-07  3.089E+01   6.23E+01   2.64E+04    1.0000
     2730       0.00061  2.22E-07  3.114E+01   6.26E+01   2.89E+04    1.0000
     2740       0.00061  2.22E-07  3.149E+01   6.33E+01   2.99E+04    1.0000
     2750       0.00061  2.22E-07  3.197E+01   6.39E+01   3.23E+04    1.0000
     2760       0.00062  2.22E-07  3.200E+01   6.37E+01   3.17E+04    1.0000
     2770       0.00062  2.22E-07  3.220E+01   6.35E+01   3.22E+04    1.0000
     2780       0.00062  2.22E-07  3.252E+01   6.35E+01   3.16E+04    1.0000
     2790       0.00062  2.22E-07  3.272E+01   6.37E+01   3.23E+04    1.0000
     2800       0.00063  2.22E-07  3.299E+01   6.43E+01   3.31E+04    1.0000
     2810       0.00063  2.22E-07  3.261E+01   6.41E+01   3.06E+04    1.0000
     2820       0.00063  2.22E-07  3.268E+01   6.43E+01   3.18E+04    1.0000
     2830       0.00063  2.22E-07  3.315E+01   6.62E+01   3.30E+04    1.0000
     2840       0.00063  2.22E-07  3.356E+01   6.69E+01   3.38E+04    1.0000
     2850       0.00064  2.22E-07  3.296E+01   6.66E+01   3.41E+04    1.0000
     2860       0.00064  2.22E-07  3.303E+01   6.64E+01   3.35E+04    1.0000
     2870       0.00064  2.22E-07  3.355E+01   6.72E+01   3.32E+04    1.0000
     2880       0.00064  2.22E-07  3.297E+01   6.48E+01   3.27E+04    1.0000
     2890       0.00065  2.22E-07  3.314E+01   6.45E+01   3.64E+04    1.0000
